ID,gender,seniors,month,payment_method,bill
0840-DCNZE,Male,0,47,Bank transfer (automatic),86.95
1732-FEKLD,Female,0,54,Bank transfer (automatic),94.75
9862-KJTYK,Male,0,19,Credit card (automatic),25.35
0479-HMSWA,Female,0,26,Electronic check,105.45
5854-KSRBJ,Male,0,70,Mailed check,25.4
0365-BZUWY,Male,0,17,Electronic check,102.55
4817-VYYWS,Female,0,30,Electronic check,100.2
5701-SVCWR,Female,0,1,Mailed check,24
3129-AAQOU,Female,0,19,Mailed check,25.6
4922-CVPDX,Female,0,26,Credit card (automatic),73.5
1396-QWFBJ,Female,0,21,Bank transfer (automatic),74.05
1357-BIJKI,Male,0,50,Electronic check,98.25
1099-BTKWT,Female,0,68,Electronic check,54.4
5299-SJCZT,Male,0,3,Bank transfer (automatic),101.55
2018-PZKMU,Male,0,9,Electronic check,103.1
7340-KEFQE,Female,0,51,Bank transfer (automatic),34.2
4570-QHXHL,Female,0,9,Electronic check,43.75
2403-BCASL,Male,1,41,Electronic check,111.95
7392-YYPYJ,Male,0,22,Electronic check,100.65
2898-LSJGD,Female,0,21,Electronic check,55.95
2223-GDSHL,Male,0,71,Bank transfer (automatic),116.05
7359-PTSXY,Male,0,1,Electronic check,45.75
9470-RTWDV,Male,0,26,Credit card (automatic),82
2176-OSJUV,Male,0,71,Bank transfer (automatic),65.15
9348-YVOMK,Male,0,4,Credit card (automatic),44.8
8104-OSKWT,Female,0,12,Electronic check,79.8
4521-YEEHE,Female,0,18,Electronic check,88.85
4090-KPJIP,Female,0,3,Electronic check,74.95
3786-WOVKF,Female,1,72,Bank transfer (automatic),106.85
4503-BDXBD,Male,0,11,Electronic check,74.95
6086-ESGRL,Female,0,1,Credit card (automatic),80.15
2592-HODOV,Male,0,13,Credit card (automatic),19.3
3886-CERTZ,Female,0,72,Electronic check,109.25
7995-ZHHNZ,Male,0,42,Credit card (automatic),56.1
3824-RHKVR,Female,0,17,Credit card (automatic),19.7
5816-SCGFC,Female,1,7,Mailed check,51.3
5989-AXPUC,Female,0,68,Mailed check,118.6
4979-HPRFL,Male,0,56,Bank transfer (automatic),24.15
8590-OHDIW,Female,0,38,Mailed check,20.3
8015-IHCGW,Female,0,72,Electronic check,115.5
2332-TODQS,Female,0,48,Credit card (automatic),25.05
9278-VZKCD,Female,1,52,Electronic check,109.1
8008-OTEZX,Female,0,35,Mailed check,19.65
2773-OVBPK,Male,0,67,Bank transfer (automatic),111.3
5999-LCXAO,Female,0,1,Mailed check,29.9
5206-XZZQI,Male,0,53,Mailed check,80.6
4803-LBYPN,Male,0,34,Mailed check,20.8
5759-RCVCB,Female,0,3,Credit card (automatic),35.2
6372-RFVNS,Female,0,1,Electronic check,78.8
2139-FQHLM,Male,0,19,Mailed check,89.95
8261-GWDBQ,Female,1,60,Bank transfer (automatic),116.05
1093-YSWCA,Male,0,11,Credit card (automatic),19.55
8938-UMKPI,Female,0,47,Electronic check,106.4
0991-BRRFB,Male,0,18,Electronic check,49.4
3882-IYOIJ,Female,0,60,Credit card (automatic),115.25
8749-TZYEC,Male,0,72,Credit card (automatic),24.8
1755-FZQEC,Male,0,39,Mailed check,19.9
3115-JPJDD,Female,0,59,Credit card (automatic),81.25
5600-KTXFM,Male,0,2,Mailed check,69.95
3871-IKPYH,Male,1,1,Electronic check,69.1
6319-IEJWJ,Male,0,20,Electronic check,90.2
9025-AOMKI,Female,0,6,Bank transfer (automatic),93.55
6339-TBELP,Male,0,71,Credit card (automatic),86.4
7964-YESJC,Female,0,24,Mailed check,66.3
6173-GOLSU,Male,1,67,Credit card (automatic),94.65
5275-SQEIZ,Male,0,1,Mailed check,80.85
7716-YTYHG,Female,0,48,Mailed check,82.05
9938-ZREHM,Female,0,37,Mailed check,72.1
7950-XWOVN,Male,0,11,Mailed check,34.7
4390-KYULV,Male,0,3,Credit card (automatic),20.55
4647-MUZON,Female,0,18,Credit card (automatic),95.95
9702-AIUJO,Male,0,50,Bank transfer (automatic),44.8
8849-PRIQJ,Female,0,67,Electronic check,109.4
8851-RAGOV,Female,0,25,Mailed check,71.05
1304-NECVQ,Female,1,2,Electronic check,78.55
5396-IZEPB,Male,0,9,Credit card (automatic),19.7
1729-VLAZJ,Female,0,10,Mailed check,40.25
8285-ABVLB,Female,0,70,Credit card (automatic),19.85
0701-TJSEF,Male,0,9,Bank transfer (automatic),68.25
5712-VBOXD,Female,0,4,Credit card (automatic),20.15
6629-LADHQ,Female,0,2,Mailed check,50.95
8945-GRKHX,Female,0,1,Electronic check,78.65
1559-DTODC,Male,0,19,Bank transfer (automatic),25.15
4797-MIWUM,Male,0,7,Bank transfer (automatic),20.25
6959-UWKHF,Male,0,1,Electronic check,42.9
8720-RQSBJ,Male,1,1,Electronic check,44
4537-CIBHB,Female,0,9,Mailed check,20.25
3815-SLMEF,Female,0,3,Mailed check,34.25
5154-VEKBL,Female,0,9,Mailed check,58.5
4324-AHJKS,Female,0,5,Credit card (automatic),55.8
4355-CVPVS,Female,0,56,Bank transfer (automatic),88.9
4495-LHSSK,Female,0,18,Mailed check,57.65
5655-JSMZM,Male,1,49,Electronic check,96.2
5915-ANOEI,Male,0,70,Mailed check,79.15
9861-PDSZP,Female,0,72,Credit card (automatic),108.05
4505-EXZHB,Female,1,6,Electronic check,74.4
7225-CBZPL,Male,1,17,Electronic check,94.8
6704-UTUKK,Male,0,29,Electronic check,45.9
4587-VVTOX,Female,0,6,Electronic check,105.3
2019-HDCZY,Male,0,63,Electronic check,102.6
4652-NNHNY,Male,0,16,Bank transfer (automatic),73.85
8788-DOXSU,Male,0,59,Bank transfer (automatic),61.35
7404-JLKQG,Female,0,3,Electronic check,57.55
7421-ZLUPA,Female,0,8,Mailed check,29.25
8972-HJWNV,Female,1,7,Electronic check,84.55
3274-NSDWE,Female,0,68,Credit card (automatic),19.6
2632-IVXVF,Female,0,68,Credit card (automatic),111.75
3692-JHONH,Female,1,52,Electronic check,106.5
8915-NNTRC,Male,0,72,Credit card (automatic),107.7
5914-GXMDA,Female,0,32,Mailed check,19.3
7463-IFMQU,Female,0,72,Bank transfer (automatic),20.05
2920-RNCEZ,Male,0,1,Credit card (automatic),69.95
2541-YGPKE,Male,0,42,Credit card (automatic),63.7
8515-OCTJS,Female,0,25,Credit card (automatic),24.75
5382-TEMLV,Male,0,45,Bank transfer (automatic),50.9
3441-CGZJH,Female,0,43,Credit card (automatic),60.4
9592-ERDKV,Male,0,37,Mailed check,79.25
2860-RANUS,Female,1,20,Credit card (automatic),85.8
5261-QSHQM,Female,0,4,Electronic check,24.45
4778-IZARL,Male,0,63,Credit card (automatic),110.1
0432-CAJZV,Male,0,3,Mailed check,90.7
7008-LZVOZ,Male,0,66,Credit card (automatic),25.3
8868-WOZGU,Male,0,28,Electronic check,105.7
1200-TUZHR,Female,1,8,Electronic check,85.2
9365-CSLBQ,Male,0,71,Mailed check,24.35
1334-FJSVR,Male,0,1,Electronic check,24.25
5884-FBCTL,Female,0,72,Bank transfer (automatic),25.1
7130-CTCUS,Male,1,16,Bank transfer (automatic),54.55
6242-FEGFD,Male,0,66,Mailed check,96.6
7625-XCQRH,Female,0,11,Electronic check,76.5
6194-HBGQN,Male,0,51,Credit card (automatic),81.15
7634-WSWDB,Female,0,8,Electronic check,38.5
6986-IXNDM,Male,0,14,Electronic check,92.9
1731-TVIUK,Female,0,4,Electronic check,93.5
2987-BJXIK,Female,0,70,Mailed check,84.7
9769-TSBZE,Female,0,70,Electronic check,66
0406-BPDVR,Female,1,54,Credit card (automatic),101.5
0618-XWMSS,Male,0,28,Bank transfer (automatic),74.9
1395-WSWXR,Male,0,24,Mailed check,20.75
6023-GSSXW,Female,0,69,Credit card (automatic),61.45
6752-APNJL,Male,0,42,Mailed check,54.5
5276-KQWHG,Female,1,2,Electronic check,69.6
0420-HLGXF,Female,1,39,Electronic check,99.75
7446-KQISO,Male,0,45,Bank transfer (automatic),109.75
9823-EALYC,Male,0,72,Bank transfer (automatic),80.85
0582-AVCLN,Female,0,38,Mailed check,20.3
5803-NQJZO,Male,0,72,Bank transfer (automatic),67.8
2565-JSLRY,Male,0,1,Mailed check,24.05
2607-DHDAK,Male,0,72,Credit card (automatic),19.8
1073-XXCZD,Male,0,55,Bank transfer (automatic),25.7
0743-HRVFF,Female,0,51,Electronic check,56.15
4006-HKYHO,Male,0,63,Bank transfer (automatic),86.7
3727-JEZTU,Female,0,1,Mailed check,20.4
8143-ETQTI,Female,0,23,Mailed check,19.65
6689-KXGBO,Female,0,1,Electronic check,50.55
9667-TKTVZ,Female,0,2,Mailed check,54.35
3657-COGMW,Female,1,52,Credit card (automatic),108.1
8570-KLJYJ,Female,0,36,Mailed check,54.45
7754-IXRMC,Female,0,1,Mailed check,45.35
9473-CBZOP,Female,0,28,Mailed check,59
2969-WGHQO,Female,0,7,Electronic check,69.45
6615-NGGZJ,Male,0,14,Electronic check,100.55
4334-HOWRP,Male,1,72,Credit card (automatic),64.95
4255-DDUOU,Female,0,1,Mailed check,20.5
5863-OOKCL,Female,0,10,Mailed check,18.85
1686-STUHN,Male,0,42,Bank transfer (automatic),19.8
1329-VHWNP,Female,0,7,Bank transfer (automatic),25.05
2984-MIIZL,Male,0,4,Bank transfer (automatic),74.8
0266-GMEAO,Male,0,72,Credit card (automatic),114.3
5590-YRFJT,Female,0,20,Electronic check,24.45
5574-NXZIU,Male,0,63,Credit card (automatic),109.2
0019-GFNTW,Female,0,56,Bank transfer (automatic),45.05
4256-ZWTZI,Female,0,5,Mailed check,51
8309-PPCED,Female,0,72,Bank transfer (automatic),110.45
4098-NAUKP,Male,1,68,Electronic check,84.65
5196-WPYOW,Male,0,67,Mailed check,60.05
4608-LCIMN,Male,0,8,Bank transfer (automatic),44.65
1485-YDHMM,Male,0,52,Bank transfer (automatic),93.25
4054-CUMIA,Female,0,18,Mailed check,20.25
0603-TPMIB,Female,0,59,Mailed check,25.45
2525-GVKQU,Female,0,60,Mailed check,20.6
8161-QYMTT,Male,0,7,Electronic check,94.1
9581-GVBXT,Male,0,59,Mailed check,34.8
5862-BRIXZ,Male,0,46,Bank transfer (automatic),60.75
5404-GGUKR,Male,0,5,Electronic check,51.35
3308-JSGML,Male,1,59,Credit card (automatic),64.05
2126-GSEGL,Female,0,70,Bank transfer (automatic),84.8
3677-TNKIO,Female,0,14,Credit card (automatic),71
0440-QEXBZ,Female,0,44,Mailed check,50.15
2434-EEVDB,Female,0,64,Credit card (automatic),94.6
6762-QVYJO,Female,0,58,Mailed check,59.75
6199-IWKGC,Female,1,46,Electronic check,100.25
2675-DHUTR,Male,1,58,Electronic check,98.9
8152-VETUR,Female,0,72,Credit card (automatic),97.7
9667-EQRXU,Female,1,30,Electronic check,40.3
7446-YPODE,Male,1,11,Bank transfer (automatic),60.25
9522-BNTHX,Female,1,34,Electronic check,56.25
4676-WLUHT,Male,0,54,Bank transfer (automatic),46.2
3329-WDIOK,Female,0,3,Electronic check,50.6
7980-MHFLQ,Female,0,72,Mailed check,24.9
2873-ZLIWT,Female,0,40,Electronic check,84.85
3415-TAILE,Female,0,2,Mailed check,65.7
0757-WCUUZ,Male,0,54,Credit card (automatic),63.35
1629-DQQVB,Female,0,14,Bank transfer (automatic),50.1
1915-IOFGU,Female,0,1,Electronic check,70.5
3045-XETSH,Female,0,10,Electronic check,94.85
0374-AACSZ,Female,0,1,Electronic check,50.15
7239-HZZCX,Male,0,1,Mailed check,19.75
4872-VXRIL,Male,0,56,Bank transfer (automatic),64.65
9140-CZQZZ,Female,0,68,Bank transfer (automatic),79.6
3423-HHXAO,Female,0,14,Mailed check,19.5
9938-TKDGL,Male,0,68,Electronic check,99.55
0531-ZZJWQ,Male,1,55,Electronic check,74
6537-QLGEX,Female,0,16,Electronic check,38.9
2688-BHGOG,Male,1,9,Electronic check,79.55
7683-CBDKJ,Male,0,14,Electronic check,65.45
0946-CLJTI,Male,1,58,Electronic check,98.7
3160-TYXLT,Male,0,53,Bank transfer (automatic),46.3
1325-USMEC,Male,0,70,Credit card (automatic),99.35
0916-QOFDP,Female,1,14,Electronic check,95.8
0628-CNQRM,Male,0,22,Bank transfer (automatic),67.5
5606-AMZBO,Female,0,10,Credit card (automatic),78.15
6199-IPCAO,Female,0,29,Mailed check,26.1
7665-TOALD,Female,0,1,Electronic check,69.6
0112-QWPNC,Male,0,49,Electronic check,84.35
0324-BRPCJ,Female,1,68,Electronic check,100.2
2777-PHDEI,Female,0,1,Electronic check,78.05
5640-CAXOA,Female,0,30,Credit card (automatic),40.35
2235-EZAIK,Female,0,72,Credit card (automatic),79.2
3847-BAERP,Female,0,10,Mailed check,20.9
1196-AMORA,Male,0,7,Electronic check,73.6
4282-YMKNA,Female,0,9,Electronic check,74.75
1453-RZFON,Female,0,1,Mailed check,49.9
8263-OKETD,Female,0,20,Credit card (automatic),68.9
0670-KDOMA,Female,0,1,Mailed check,20.25
2476-YGEFM,Female,0,29,Credit card (automatic),76
8687-BAFGU,Male,0,1,Electronic check,74
0641-EVBOJ,Male,0,3,Mailed check,82.3
0829-XXPLX,Female,0,20,Bank transfer (automatic),89.4
9974-JFBHQ,Male,0,64,Credit card (automatic),99.15
5356-RHIPP,Male,0,1,Mailed check,20.2
6624-JDRDS,Female,0,6,Bank transfer (automatic),29.45
0608-JDVEC,Male,0,50,Electronic check,19.8
9780-FKVVF,Male,0,6,Bank transfer (automatic),59.15
1919-RTPQD,Male,0,7,Electronic check,44.75
5214-NLTIT,Male,0,72,Credit card (automatic),90.8
3345-PBBFH,Male,0,8,Bank transfer (automatic),49.55
5055-BRMNE,Female,0,67,Credit card (automatic),106.7
9189-JWSHV,Female,1,24,Electronic check,93.55
2190-PHBHR,Female,0,72,Credit card (automatic),94.45
2650-GYRYL,Male,0,33,Bank transfer (automatic),19.45
0746-JTRFU,Male,0,2,Electronic check,25.05
5208-FVQKB,Male,0,70,Mailed check,67.95
7184-LRUUR,Female,0,22,Bank transfer (automatic),65.25
6627-CFOSN,Female,0,59,Bank transfer (automatic),99.45
3982-JGSFD,Male,0,36,Credit card (automatic),20.35
1574-DYCWE,Female,0,51,Mailed check,19.95
7247-XOZPB,Male,0,53,Bank transfer (automatic),77.4
2466-FCCPT,Female,0,20,Bank transfer (automatic),19.7
6211-WWLTF,Male,0,63,Credit card (automatic),99.7
4826-TZEVA,Female,0,40,Credit card (automatic),74.8
6016-NXBNJ,Male,0,35,Mailed check,19.15
9138-EFSMO,Male,0,26,Bank transfer (automatic),78.95
0576-WNXXC,Male,1,27,Electronic check,95.55
4632-XJMEX,Male,0,53,Credit card (automatic),62.85
8910-LEDAG,Male,1,34,Credit card (automatic),71.55
3452-GWUIN,Female,1,19,Electronic check,94.95
2716-GFZOR,Male,0,43,Credit card (automatic),86.1
3724-UCSHY,Male,0,6,Mailed check,19.55
8626-XHBIE,Male,0,56,Mailed check,24.8
4628-CTTLA,Male,0,57,Electronic check,39.3
3192-LNKRK,Male,0,34,Mailed check,84.05
4439-YRNVD,Female,0,10,Electronic check,36.25
2876-VBBBL,Female,0,1,Mailed check,20.25
6834-NXDCA,Female,0,13,Electronic check,23.9
2208-UGTGR,Male,0,56,Electronic check,98.6
3005-TYFRD,Female,0,55,Credit card (automatic),103.65
8670-MEFCP,Female,0,36,Credit card (automatic),92.9
3079-BCHLN,Male,0,47,Bank transfer (automatic),19.9
7777-UNYHB,Female,0,12,Credit card (automatic),20.1
5597-GLBUC,Female,0,1,Electronic check,85.45
7278-CKDNC,Male,1,24,Electronic check,80.5
2748-MYRVK,Female,0,63,Bank transfer (automatic),99.9
8450-UYIBU,Female,1,35,Electronic check,39.85
2969-VAPYH,Female,0,67,Credit card (automatic),60.5
4822-YCXMX,Male,0,25,Electronic check,84.8
7181-OQCUT,Male,0,21,Mailed check,103.85
8474-UMLNT,Female,0,13,Bank transfer (automatic),67.8
9821-POOTN,Male,0,35,Electronic check,75.2
3836-FZSDJ,Male,1,71,Bank transfer (automatic),24.85
9142-XMYJH,Female,0,29,Credit card (automatic),19.35
6559-ILWKJ,Male,0,71,Electronic check,49.35
0187-QSXOE,Male,1,7,Electronic check,89
7733-UDMTP,Female,1,57,Electronic check,55
2649-HWLYB,Male,0,65,Bank transfer (automatic),76.15
5214-CHIWJ,Male,0,27,Mailed check,20.3
4229-CZMLL,Male,0,6,Electronic check,74.9
6904-JLBGY,Female,1,72,Credit card (automatic),117.35
2465-BLLEU,Male,0,1,Mailed check,19.75
1685-VAYJF,Male,0,11,Credit card (automatic),45.2
8874-EJNSR,Male,0,39,Mailed check,25.2
6917-YACBP,Female,1,59,Electronic check,89.75
5049-MUBWG,Male,0,26,Bank transfer (automatic),75
4223-WOZCM,Male,1,2,Mailed check,49.95
0769-MURVM,Female,0,72,Bank transfer (automatic),65.7
9253-VIFJQ,Male,0,65,Credit card (automatic),67.05
7030-FZTFM,Male,0,72,Credit card (automatic),110.9
9741-YLNTD,Male,0,6,Bank transfer (automatic),87.95
5917-RYRMG,Male,1,32,Credit card (automatic),19.8
5120-ZBLAI,Female,0,50,Bank transfer (automatic),75.7
1194-BHJYC,Male,0,61,Mailed check,62.15
3663-MITLP,Female,0,15,Electronic check,101.25
0906-QVPMS,Male,0,72,Bank transfer (automatic),115.15
9025-ZRPVR,Male,0,9,Mailed check,18.95
1905-OEILC,Female,0,1,Mailed check,19.5
7858-GTZSP,Female,0,12,Electronic check,86.55
3285-UCQVC,Female,0,37,Credit card (automatic),28.6
6248-BSHKG,Male,0,61,Mailed check,20.4
4685-TFLLS,Male,0,18,Bank transfer (automatic),19.8
3470-BTGQO,Male,0,21,Mailed check,45.65
1209-VFFOC,Male,0,68,Mailed check,56.4
8224-DWCKX,Male,1,12,Credit card (automatic),73.3
5482-PLVPE,Female,1,2,Electronic check,24.35
4553-DVPZG,Female,0,62,Electronic check,101.35
4902-OHLSK,Female,1,29,Electronic check,98.65
6917-IAYHD,Male,0,1,Mailed check,33.6
0495-ZBNGW,Male,1,5,Bank transfer (automatic),79.9
8620-RJPZN,Female,0,1,Electronic check,20.7
7572-KPVKK,Male,0,62,Electronic check,104.05
2642-MAWLJ,Female,0,36,Bank transfer (automatic),20.25
2357-COQEK,Female,1,28,Electronic check,103.3
7103-ZGVNT,Female,0,69,Credit card (automatic),73.7
3737-GCSPV,Female,0,11,Credit card (automatic),96.2
2027-WKXMW,Female,0,63,Electronic check,108.75
7137-NAXML,Male,0,23,Bank transfer (automatic),20.15
2428-ZMCTB,Male,0,10,Credit card (automatic),19.75
2961-VNFKL,Female,0,71,Credit card (automatic),25.95
1768-HNVGJ,Female,1,45,Electronic check,70.05
6963-KQYQB,Female,0,70,Mailed check,24.05
5934-RMPOV,Female,0,22,Electronic check,84.75
1207-BLKSA,Female,0,52,Mailed check,23.05
4088-YLDSU,Male,0,55,Electronic check,104.15
8316-BBQAY,Female,0,65,Credit card (automatic),59.95
1166-PQLGG,Female,0,72,Bank transfer (automatic),19.55
3146-JTQHR,Male,0,10,Bank transfer (automatic),19.6
4291-YZODP,Female,0,7,Mailed check,20.05
4395-PZMSN,Male,1,5,Electronic check,85.55
6427-FEFIG,Female,0,24,Credit card (automatic),78.6
0017-IUDMW,Female,0,72,Credit card (automatic),116.8
8706-HRADD,Male,0,21,Mailed check,43.55
9955-QOPOY,Male,0,69,Credit card (automatic),60.8
4385-ZKVNW,Male,0,44,Bank transfer (automatic),54.9
5446-DKWYW,Female,1,61,Electronic check,65.2
2034-CGRHZ,Male,1,24,Credit card (automatic),102.95
5797-APWZC,Female,0,1,Electronic check,90.6
3683-QKIUE,Female,0,6,Bank transfer (automatic),50.8
4228-ZGYUW,Male,0,4,Electronic check,90.05
9031-ZVQPT,Male,0,72,Electronic check,108.2
2990-IAJSV,Male,0,72,Bank transfer (automatic),92
8107-KNCIM,Male,1,14,Electronic check,75.1
9027-YFHQJ,Male,0,7,Bank transfer (automatic),25.05
5176-LDKUH,Female,0,48,Electronic check,75.15
4644-OBGFZ,Male,0,55,Mailed check,19.5
7926-IJOOU,Male,0,1,Credit card (automatic),19.3
6480-YAGIY,Male,0,45,Credit card (automatic),112.2
4029-HPFVY,Male,0,3,Mailed check,70.3
7602-DBTOU,Female,0,71,Mailed check,19.6
5345-BMKWB,Male,0,8,Mailed check,20.25
3519-ZKXGG,Female,0,3,Electronic check,75.85
5457-COLHT,Male,0,69,Bank transfer (automatic),80.65
6416-TVAIH,Male,0,1,Electronic check,68.5
5451-YHYPW,Female,1,72,Credit card (automatic),115.75
5108-ADXWO,Male,0,11,Electronic check,73.5
7998-WNZEM,Male,0,71,Bank transfer (automatic),80.6
3066-RRJIO,Female,0,1,Mailed check,69.95
4664-NJCMS,Female,0,33,Bank transfer (automatic),59.55
0307-BCOPK,Female,0,16,Mailed check,19.05
7629-WFGLW,Female,1,56,Electronic check,95.65
2542-HYGIQ,Female,0,1,Credit card (automatic),19.95
6715-OFDBP,Male,0,5,Electronic check,70.05
5016-LIPDW,Male,0,57,Mailed check,19.4
6481-LXPWL,Male,0,56,Credit card (automatic),36.1
1567-DSCIC,Male,0,8,Electronic check,94
2150-UWTFY,Female,0,22,Mailed check,61.15
6124-ACRHJ,Female,0,1,Mailed check,19.75
9362-MWODR,Female,0,40,Credit card (automatic),64.1
9975-GPKZU,Male,0,46,Credit card (automatic),19.75
9625-RZFUK,Male,0,63,Mailed check,19.7
5153-LXKDT,Male,0,68,Electronic check,110.2
5161-UBZXI,Male,0,69,Credit card (automatic),106.35
1020-JPQOW,Female,0,56,Electronic check,90.55
7919-ZODZZ,Female,0,10,Mailed check,65.9
0565-JUPYD,Male,0,63,Credit card (automatic),104.5
6867-ACCZI,Female,0,24,Mailed check,52.5
5939-XAIXZ,Female,0,19,Mailed check,56.1
9054-FOWNV,Male,0,22,Electronic check,88.75
2683-BPJSO,Male,0,29,Electronic check,84.45
2157-MXBJS,Male,0,13,Mailed check,75.3
8207-VVMYB,Female,0,70,Bank transfer (automatic),26
9732-EQMWY,Female,0,49,Electronic check,99.4
9360-AHGNL,Female,1,43,Mailed check,109.55
1087-UDSIH,Female,0,3,Mailed check,19.6
5269-NRGDP,Male,0,42,Electronic check,73.15
6195-MELTI,Male,0,57,Mailed check,54.65
5485-WUYWF,Male,1,2,Bank transfer (automatic),66.4
2121-JAFOM,Female,0,72,Credit card (automatic),115.55
8818-DOPVL,Female,1,46,Electronic check,104.45
2632-UCGVD,Male,1,66,Credit card (automatic),100.05
5445-PZWGX,Male,0,62,Electronic check,102
1227-UDMZR,Female,0,72,Bank transfer (automatic),91.15
5198-HQAEN,Male,0,35,Electronic check,89.7
9170-CCKOU,Male,0,17,Credit card (automatic),90.2
2167-FQSTQ,Female,0,72,Electronic check,92.4
2819-GWENI,Female,0,28,Mailed check,19.9
1043-YCUTE,Male,0,56,Credit card (automatic),25.15
3814-MLAXC,Female,0,31,Credit card (automatic),79.85
3572-UUHRS,Male,0,45,Bank transfer (automatic),18.85
2692-PFYTJ,Female,0,1,Mailed check,25.75
1226-UDFZR,Female,0,2,Mailed check,49.6
5955-EPOAZ,Female,0,6,Mailed check,20.95
6821-JPCDC,Female,0,48,Electronic check,97.05
8815-LMFLX,Male,0,25,Bank transfer (automatic),25.4
9135-HSWOC,Male,0,64,Bank transfer (automatic),19.7
8582-KRHPJ,Male,0,50,Mailed check,35
5811-IWXYM,Female,0,52,Bank transfer (automatic),101.25
7044-YAACC,Male,1,4,Electronic check,70.2
8189-XRIKE,Female,1,32,Electronic check,90.95
1506-YJTYT,Male,0,45,Credit card (automatic),73.85
4123-DVHPH,Male,0,9,Electronic check,88.05
6425-YQLLO,Female,1,66,Credit card (automatic),105.95
5442-UTCVD,Male,0,3,Electronic check,91.85
2228-BZDEE,Female,0,54,Mailed check,20.1
7734-DBOAI,Female,0,1,Electronic check,40.1
2789-CZANW,Female,0,64,Bank transfer (automatic),110.3
2091-RFFBA,Female,1,31,Electronic check,73.9
2114-MGINA,Female,0,14,Mailed check,89.8
7596-LDUXP,Female,0,12,Credit card (automatic),85.15
3740-RLMVT,Male,1,67,Bank transfer (automatic),60.95
4489-SNOJF,Female,0,35,Electronic check,72.25
2192-OZITF,Female,0,45,Mailed check,73.55
5651-CPDND,Male,0,10,Mailed check,46
2186-QZEYA,Female,1,29,Bank transfer (automatic),58.55
1131-ALZWV,Female,0,24,Bank transfer (automatic),24.6
7729-XBTWX,Male,0,66,Mailed check,19.75
9134-WYRVP,Male,0,51,Mailed check,86.35
3284-SVCRO,Female,0,45,Mailed check,25.5
9732-OUYRN,Female,0,49,Credit card (automatic),19
0559-CKHUS,Female,0,29,Mailed check,19.55
2931-SVLTV,Male,0,40,Credit card (automatic),110.1
6899-PPEEA,Female,1,37,Electronic check,96.55
7504-UWHNB,Male,0,25,Electronic check,69.75
2582-FFFZR,Female,0,22,Electronic check,50.6
8908-NMQTX,Male,0,72,Bank transfer (automatic),65.6
2187-LZGPL,Female,0,7,Credit card (automatic),40.1
1431-AIDJQ,Male,0,33,Credit card (automatic),82.1
6288-LBEAR,Female,0,23,Mailed check,79.1
4597-NUCQV,Male,1,24,Electronic check,101.25
9019-QVLZD,Female,0,1,Electronic check,79.55
8413-YNHNV,Male,0,69,Mailed check,90.65
5808-TOTXO,Female,0,3,Credit card (automatic),20.55
4369-NYSCF,Male,0,56,Bank transfer (automatic),75.75
